Alternate_Titles,Artist_Bio,Copyright_Contact,Date_of_Production,Format,HI,Language_List,Language_Note,Location_Venue,Main_Production_Credits,Meeting_Information,NOID,Participants,Publication_Cycle,Rights_Holder,Run_Time,Series_Title,Subjects_650,Subjects_653,Summary,Title,Worktypes
,"Deborah Castillo is a Venezuelan-born, Brooklyn-based multidisciplinary artist. She holds an MFA and BFA from Armando Reverón Higher Education School of Fine Arts in Caracas, Venezuela. Castillo has been granted numerous awards and residencies including NYFA Immigrant Artist Mentoring Program, (2015), NYC, The Banff  Center. Artist in Residence  Program in Visual Arts (2015) Canada, Atlantic Center for the Arts (2014), Florida and London Print Studio, (2007) UK as well as “Premio Armando Reverón”; AVAP in the “Young Artist Category” (2013), “XI Salón Eugenio Mendoza” Award, Sala Mendoza, (2003); VI Salón CANTV, Jóvenes con FIA” Award, (2003) Caracas, Venezuela and more. Her work has been exhibited at Museum of Arts and Design (US), New Museum (US), Rufino Tamayo Museum (Mexico), Carrillo Gil  Museum (Mexico); Escuela de Bellas Artes, Bolivian Biennial SIART (Bolivia), UCLA (US), ICA (UK), Palais de Tokyo (France, The Broad Museum (US), Smack Mellon (US), and the Hemispheric Institute (US), among others.",,2013,1 digital file,HI2019_044_01,Spanish,,"Centro Cultural Chacao, Caracas, Venezuela",Deborah Castillo.,,0zpc8dh0,,2020-08 August,Deborah Castillo,1:02,Deborah Castillo Collection,,"Mariachi.|,Colonialisms|,Latin America -- History -- Political aspects.|,Video performance|,""Bolívar, Simón, 1783-1830|""","A mariachi band sings ""Sigo siendo el rey"" (""I'm Still the King""), in front of a huge monument honoring Simón Bolivar. In this satirical performance, Castillo pokes fun at Latin American goverments' enduring obsesión with El Libertador, especially in her country of origin, Venezuela. The piece underscores the link between dictatorship and the mythologized figure of The Hero, a construct that validates those in power.",Sigo siendo el rey,Video performance
,"Deborah Castillo is a Venezuelan-born, Brooklyn-based multidisciplinary artist. She holds an MFA and BFA from Armando Reverón Higher Education School of Fine Arts in Caracas, Venezuela. Castillo has been granted numerous awards and residencies including NYFA Immigrant Artist Mentoring Program, (2015), NYC, The Banff  Center. Artist in Residence  Program in Visual Arts (2015) Canada, Atlantic Center for the Arts (2014), Florida and London Print Studio, (2007) UK as well as “Premio Armando Reverón”; AVAP in the “Young Artist Category” (2013), “XI Salón Eugenio Mendoza” Award, Sala Mendoza, (2003); VI Salón CANTV, Jóvenes con FIA” Award, (2003) Caracas, Venezuela and more. Her work has been exhibited at Museum of Arts and Design (US), New Museum (US), Rufino Tamayo Museum (Mexico), Carrillo Gil  Museum (Mexico); Escuela de Bellas Artes, Bolivian Biennial SIART (Bolivia), UCLA (US), ICA (UK), Palais de Tokyo (France, The Broad Museum (US), Smack Mellon (US), and the Hemispheric Institute (US), among others.",,2016,1 digital file,HI2019_045_01,Spanish,No spoken language.,"Carmen Araujo Arte, Caracas, Venezuela.",Deborah Castillo.,,2280gjfw,,2020-08 August,Deborah Castillo,3:59,Deborah Castillo Collection,,"Dictatorship -- Latin America.|,Military dictatorship|,""Marx, Karl, 1818-1883|"",Communist manifesto|,Communism|,Socialism|","In Marx Palimpsesto (2012), Deborah Castillo deconstructs Karl Marx's Communist Manifesto with a subversive act of erasure. With the full manifesto written across the walls of a studio, Castillo employs a life-size bust of Marx's head to elide or blur the text, and thus to subvert its original meaning. This performance uses feminist thought and labor to radically re-configure a text central to Latin political struggles.",Marx palimpsesto,Video performance
,"Deborah Castillo is a Venezuelan-born, Brooklyn-based multidisciplinary artist. She holds an MFA and BFA from Armando Reverón Higher Education School of Fine Arts in Caracas, Venezuela. Castillo has been granted numerous awards and residencies including NYFA Immigrant Artist Mentoring Program, (2015), NYC, The Banff  Center. Artist in Residence  Program in Visual Arts (2015) Canada, Atlantic Center for the Arts (2014), Florida and London Print Studio, (2007) UK as well as “Premio Armando Reverón”; AVAP in the “Young Artist Category” (2013), “XI Salón Eugenio Mendoza” Award, Sala Mendoza, (2003); VI Salón CANTV, Jóvenes con FIA” Award, (2003) Caracas, Venezuela and more. Her work has been exhibited at Museum of Arts and Design (US), New Museum (US), Rufino Tamayo Museum (Mexico), Carrillo Gil  Museum (Mexico); Escuela de Bellas Artes, Bolivian Biennial SIART (Bolivia), UCLA (US), ICA (UK), Palais de Tokyo (France, The Broad Museum (US), Smack Mellon (US), and the Hemispheric Institute (US), among others.",,2016,1 digital file,HI2019_046_01,"Spanish,English",,"Caracas, Venezuela.",Deborah Castillo Film. Edited by Luis Poleo. Production designer Deborah Castillo. Director of photography Deborah Castillo. Casting by Mariantonia Blanco. Music by Los Tukis. Costume designer Deborah Castillo. Executive producer Luis Angel Rincon. Written by Deborah Castillo. Directed by Deborah Castillo.,,gtht7dvq,Deborah Castillo.,2020-08 August,Deborah Castillo,4:07,Deborah Castillo Collection,,"Emigration and immigration -- Political aspects.|,Latin America -- Politics and government|,Political satire.|,Immigration and society|","Profoundly Your$ (2016) is a satirical performance examining corruption in Venezuelan politics. The protagonist, Profunda Mol, was recently appointed as Minister of Culture and sent to New York, where she lives in opulence. Artist Deborah Castillo caricatures power and corruption in the Venezuelan government, drawing a clear contrast between rampant consumerism and wealth on the one hand, and the equity among citizens and bureaucrats that the country claims to promote on the other.",Profoundly your$,Video performance
,"Deborah Castillo is a Venezuelan-born, Brooklyn-based multidisciplinary artist. She holds an MFA and BFA from Armando Reverón Higher Education School of Fine Arts in Caracas, Venezuela. Castillo has been granted numerous awards and residencies including NYFA Immigrant Artist Mentoring Program, (2015), NYC, The Banff  Center. Artist in Residence  Program in Visual Arts (2015) Canada, Atlantic Center for the Arts (2014), Florida and London Print Studio, (2007) UK as well as “Premio Armando Reverón”; AVAP in the “Young Artist Category” (2013), “XI Salón Eugenio Mendoza” Award, Sala Mendoza, (2003); VI Salón CANTV, Jóvenes con FIA” Award, (2003) Caracas, Venezuela and more. Her work has been exhibited at Museum of Arts and Design (US), New Museum (US), Rufino Tamayo Museum (Mexico), Carrillo Gil  Museum (Mexico); Escuela de Bellas Artes, Bolivian Biennial SIART (Bolivia), UCLA (US), ICA (UK), Palais de Tokyo (France, The Broad Museum (US), Smack Mellon (US), and the Hemispheric Institute (US), among others.",,2013,1 digital file,HI2019_047_01,Spanish,No spoken language.,"Caracas, Venezuela.",Deborah Castillo.,,02v6x3zk,,2020-08 August,Deborah Castillo,1:02,Deborah Castillo Collection,,"Identity politics.|,Gender and sexuality|,Colonialisms|,""Bolívar, Simón, 1783-1830|"",Latin America -- History -- Political aspects.|","In Emancipatory Kiss (2013), the artist kisses a golden sculpture of El Libertador, Simón Bolívar. A recurring motif in Deborah Castillo's work is the use of sexual symbols as ambivalent elements, subverting notions of power in popular Simón Bolivar iconography. This performance was part of the Acción y culto exhibit and led one critic to dub Castillo the ""Patriotic profaner."" (Elvira Blanco in ViceVersa Magazine).",Emancipatory kiss,Video performance
,"Deborah Castillo is a Venezuelan-born, Brooklyn-based multidisciplinary artist. She holds an MFA and BFA from Armando Reverón Higher Education School of Fine Arts in Caracas, Venezuela. Castillo has been granted numerous awards and residencies including NYFA Immigrant Artist Mentoring Program, (2015), NYC, The Banff  Center. Artist in Residence  Program in Visual Arts (2015) Canada, Atlantic Center for the Arts (2014), Florida and London Print Studio, (2007) UK as well as “Premio Armando Reverón”; AVAP in the “Young Artist Category” (2013), “XI Salón Eugenio Mendoza” Award, Sala Mendoza, (2003); VI Salón CANTV, Jóvenes con FIA” Award, (2003) Caracas, Venezuela and more. Her work has been exhibited at Museum of Arts and Design (US), New Museum (US), Rufino Tamayo Museum (Mexico), Carrillo Gil  Museum (Mexico); Escuela de Bellas Artes, Bolivian Biennial SIART (Bolivia), UCLA (US), ICA (UK), Palais de Tokyo (France, The Broad Museum (US), Smack Mellon (US), and the Hemispheric Institute (US), among others.",,2012,1 digital file,HI2019_048_01,Chinese (Mandarin),,Venezuela,,,r7sqvj5b,,2020-08 August,Deborah Castillo,0:33,Deborah Castillo Collection,,"Immigration and society|,Latin America -- Politics and government|,Emigration and immigration.|,Colonialisms|,Nationalism.|","Himn (2012) centers a man singing Venezuela's national anthem in Mandarin. This performance illuminates the growing Chinese and East Asian population in Venezuela while calling into question ideas of nationalism and belonging. Given the migration waves and political clashes that led to an influx of Chinese immigration, Castillo's performance calls for a deeper exploration of the lengthy and complicated history between the two countries. ",Himn,Video performance
,"Deborah Castillo is a Venezuelan-born, Brooklyn-based multidisciplinary artist. She holds an MFA and BFA from Armando Reverón Higher Education School of Fine Arts in Caracas, Venezuela. Castillo has been granted numerous awards and residencies including NYFA Immigrant Artist Mentoring Program, (2015), NYC, The Banff  Center. Artist in Residence  Program in Visual Arts (2015) Canada, Atlantic Center for the Arts (2014), Florida and London Print Studio, (2007) UK as well as “Premio Armando Reverón”; AVAP in the “Young Artist Category” (2013), “XI Salón Eugenio Mendoza” Award, Sala Mendoza, (2003); VI Salón CANTV, Jóvenes con FIA” Award, (2003) Caracas, Venezuela and more. Her work has been exhibited at Museum of Arts and Design (US), New Museum (US), Rufino Tamayo Museum (Mexico), Carrillo Gil  Museum (Mexico); Escuela de Bellas Artes, Bolivian Biennial SIART (Bolivia), UCLA (US), ICA (UK), Palais de Tokyo (France, The Broad Museum (US), Smack Mellon (US), and the Hemispheric Institute (US), among others.",,2014,1 digital file,HI2019_049_01,Spanish,No language spoken.,,Deborah Castillo.,,98sf7tbm,,2020-08 August,Deborah Castillo,3:19,Deborah Castillo Collection,,"Idolatry -- Latin America.|,Fetishism.|,Latin America -- History -- Political aspects.|,Colonialisms|,""Women, sexuality and culture|""","In Unmentionable (2014), a woman holds a pair of gray ceramic hands, an allusion to the iconography of independence heroes represented in Latin American monuments. Castillo explores the mythologies and symbols of power and heroism present in Latin American politics. The hands echo many of Castillo's other works in the way they subvert traditional ideas of power.",Unmentionable,Video performance
,"Deborah Castillo is a Venezuelan-born, Brooklyn-based multidisciplinary artist. She holds an MFA and BFA from Armando Reverón Higher Education School of Fine Arts in Caracas, Venezuela. Castillo has been granted numerous awards and residencies including NYFA Immigrant Artist Mentoring Program, (2015), NYC, The Banff  Center. Artist in Residence  Program in Visual Arts (2015) Canada, Atlantic Center for the Arts (2014), Florida and London Print Studio, (2007) UK as well as “Premio Armando Reverón”; AVAP in the “Young Artist Category” (2013), “XI Salón Eugenio Mendoza” Award, Sala Mendoza, (2003); VI Salón CANTV, Jóvenes con FIA” Award, (2003) Caracas, Venezuela and more. Her work has been exhibited at Museum of Arts and Design (US), New Museum (US), Rufino Tamayo Museum (Mexico), Carrillo Gil  Museum (Mexico); Escuela de Bellas Artes, Bolivian Biennial SIART (Bolivia), UCLA (US), ICA (UK), Palais de Tokyo (France, The Broad Museum (US), Smack Mellon (US), and the Hemispheric Institute (US), among others.",,2017,1 digital file,HI2019_050_01,Spanish,No spoken language.,"Carmen Araujo Arte, Caracas, Venezuela.",Deborah Castillo.,,d2547mn4,,2020-08 August,Deborah Castillo,1:56,Deborah Castillo Collection,,"Gender and performance|,""Marx, Karl, 1818-1883|"",""Lenin, Vladimir Ilʹich, 1870-1924|"",Communism|,Socialism|,Gender and sexuality|,""Honecker, Erich|"",""Brezhnev, Leonid Ilʹich, 1906-1982|""","This performance and title allude to the Soviet trope of the ""socialist fraternal kiss."". A typical form of greeting between leaders of the Soviet Bloc, the politicians would kiss one another three times on the cheeks, sometimes even kissing on the mouth if they were especially close. Instead of portraying Leonid Brezhnev and Erich Honecker, the most well-known example of this kiss, Castillo depicts Vladimir Lenin and Karl Marx, who appear as busts worn by two nude women. As in her other works, Castillo interrogates the relationships among power, desire, and the state, here by playfully featuring icons of patriarchy atop nude female bodies.",The fraternal socialist kiss,Video performance
,"Deborah Castillo is a Venezuelan-born, Brooklyn-based multidisciplinary artist. She holds an MFA and BFA from Armando Reverón Higher Education School of Fine Arts in Caracas, Venezuela. Castillo has been granted numerous awards and residencies including NYFA Immigrant Artist Mentoring Program, (2015), NYC, The Banff  Center. Artist in Residence  Program in Visual Arts (2015) Canada, Atlantic Center for the Arts (2014), Florida and London Print Studio, (2007) UK as well as “Premio Armando Reverón”; AVAP in the “Young Artist Category” (2013), “XI Salón Eugenio Mendoza” Award, Sala Mendoza, (2003); VI Salón CANTV, Jóvenes con FIA” Award, (2003) Caracas, Venezuela and more. Her work has been exhibited at Museum of Arts and Design (US), New Museum (US), Rufino Tamayo Museum (Mexico), Carrillo Gil  Museum (Mexico); Escuela de Bellas Artes, Bolivian Biennial SIART (Bolivia), UCLA (US), ICA (UK), Palais de Tokyo (France, The Broad Museum (US), Smack Mellon (US), and the Hemispheric Institute (US), among others.",,2013,1 digital file,HI2019_051_01,Spanish,No spoken language.,,Deborah Castillo.,,k0p2nprn,,2020-08 August,Deborah Castillo,3:05,Deborah Castillo Collection,,"Idolatry -- Latin America.|,""Bolívar, Simón, 1783-1830|"",Colonialisms|,Latin America -- History -- Political aspects.|,Mythology|","Artist Deborah Castillo uses a chisel to destroy a sculpture of Simón Bolívar, the iconic Latin American independence hero. The action of chiseling and scraping away at the face of ""The Liberator"" critiques the superficial veneration of Bolívar's image by socialists in Venezuela. The title Sisyphus references the Greek mythological character doomed to repeat the same action for eternity—pushing an enormous boulder up a hill, only to have the boulder fall back to the starting point. In drawing this comparison, Castillo questions Bolívar's achievements, as well as the mythology surrounding his legacy.",Sisifo,"Video performance,Performance art"
,"El Ciervo Encantado was founded by Nelda Castillo in Havana in 1996 as a space of experimentation and exchange that fosters innovative connections between theater, visual arts, music, literature, dance, and theoretical research. Its conceptual framework is enacted in performances and public interventions that explore national identity and its margins, works that interrogate current emergencies unflinchingly and that seek to unveil invisibilized aspects of the memory of being Cuban.","Nelda Castillo, Línea, La Habana, Cuba, elciervoencantadocuba@gmail.com, http://elciervoencantado.blogspot.com/",,1 digital file,HI2020_153_01,Spanish,,,"Director: Nelda CastilloSound Composition: Sunlay Almeida RodriguezText Archives: Marta Luisa Hernández, Bernardo Menéndez, Lidia Pedreira Elvia Rosa Castro, Mercedes Ruiz, Juan Carlos Cremata, Rogelio Orizondo, Agnieska Hernández, Mario Guerra, Jaime Gomez, Sandra Rami, Jorge Garcell, Yaima Pardo, Lester Hamlet, Yohaina Hernández, Norge Espinosa, Esther Maria Hernández, Teresa Paz y Joel Cano",,8pk0pc99,Performer: Mariela Brito,2020-08 August,Nelda Castillo,1:11:57,El Ciervo Encantado,,"Emigration and immigration.|,Collective memory.|,Cuba -- Emigration and immigration.|,Immigration and society|,Identity politics -- Cuba.|","Arrivals is a solo theater play investigating the identitarian element that unites Cubans when they come back to the island, regardless of the country they migrated to, their age, their political beliefs, or the reasons for their return. The work is a polyphonic exercise in shared memory, to which many friends contributed their writings and voices, creating a collective voice that enters into dialogue with the spectator, who is also the protagonist of the arrivals. Rooted in the Cuban migrant experience, El Ciervo Encantado proposes the Departures-Arrivals diptych as a way to focus on the urgency of contemporary migration crises and their human and social consequences.",Arrivals,Theater
,"El Ciervo Encantado was founded by Nelda Castillo in Havana in 1996 as a space of experimentation and exchange that fosters innovative connections between theater, visual arts, music, literature, dance, and theoretical research. Its conceptual framework is enacted in performances and public interventions that explore national identity and its margins, works that interrogate current emergencies unflinchingly and that seek to unveil invisibilized aspects of the memory of being Cuban.","Nelda Castillo, Línea, La Habana, Cuba, elciervoencantadocuba@gmail.com, http://elciervoencantado.blogspot.com/",,1 digital file,HI2020_154_01,Spanish,,,"Director: Nelda CastilloSound Composition: Sunlay Almeida RodriguezText Archives: Marta Luisa Hernández, Bernardo Menéndez, Lidia Pedreira Elvia Rosa Castro, Mercedes Ruiz, Juan Carlos Cremata, Rogelio Orizondo, Agnieska Hernández, Mario Guerra, Jaime Gomez, Sandra Rami, Jorge Garcell, Yaima Pardo, Lester Hamlet, Yohaina Hernández, Norge Espinosa, Esther Maria Hernández, Teresa Paz y Joel Cano""",,4xgxdbrm,Performer: Mariela Brito,2020-08 August,Nelda Castillo,27:18,El Ciervo Encantado,,"Cuba -- Emigration and immigration.|,Emigration and immigration.|,Immigration and society|,Collective memory.|,Identity politics -- Cuba.|","Arrivals is a solo theater play investigating the identitarian element that unites Cubans when they come back to the island, regardless of the country they migrated to, their age, their political beliefs, or the reasons for their return. The work is a polyphonic exercise in shared memory, to which many friends contributed their writings and voices, creating a collective voice that enters into dialogue with the spectator, who is also the protagonist of the arrivals. Rooted in the Cuban migrant experience, El Ciervo Encantado proposes the Departures-Arrivals diptych as a way to focus on the urgency of contemporary migration crises and their human and social consequences.",Arrivals (excerpt),Theater
,"El Ciervo Encantado was founded by Nelda Castillo in Havana in 1996 as a space of experimentation and exchange that fosters innovative connections between theater, visual arts, music, literature, dance, and theoretical research. Its conceptual framework is enacted in performances and public interventions that explore national identity and its margins, works that interrogate current emergencies unflinchingly and that seek to unveil invisibilized aspects of the memory of being Cuban.","20 Cooper Square, Fifth Floor, New York, NY 10003, U.S.A., +1-212-998-1631, +1-212-995-4423, hemi@nyu.edu, http://www.hemisphericinstitute.org","October 21, 2019",1 digital file,HI2020_155_01,"Spanish,English",,"Performance Studies Studio, New York University, New York, NY",Host: Diana TaylorVideo: The Hemispheric Institute,,15dv4b7h,Guest speakers: Nelda Castillo and Mariela BritoPerformer: Mariela Brito,2020-08 August,Hemispheric Institute of Performance and Politics,1:07:56,El Ciervo Encantado,,"Collective memory.|,Cuba -- Emigration and immigration.|,Emigration and immigration.|,Immigration and society|,Identity politics -- Cuba.|","The Hemispheric Institute, the Department of Spanish and Portuguese, the Department of Performance Studies, the King Juan Carlos I Center, and the Center for Latin American and Caribbean Studies at New York University invited El Ciervo Encantado to a conversation about their performance ARRIVALS. This was the second work in the group’s diptych on Cuban migration, which the artists began with DEPARTURES in 2017. During the event, Nelda Castillo and Mariela Brito presented excerpts from ARRIVALS, pondering a central question: What is the identitarian element that unites us as Cubans when we come back to the island, regardless of the country we migrated to, our age, our political beliefs, or the reasons for our return? ",El Ciervo Encantado on Arrivals: an artist talk with performance fragments,"Artist talk.,Performance"
,"The Nuyorican Poets Cafe Founders Archive Project is an effort of several Cafe founders to preserve the immense history of the famed cafe and to cement its importance as a foundational scene of poetry and artistic creation in New York's Lower East Side or Loisaida. Founded in 1973, the Nuyorican Poets Cafe began as a living room salon in the East Village apartment of writer and poet Miguel Algarín, along with other playwrights, poets, and musicians of color whose work was not accepted by the mainstream academic, entertainment or publishing industries. As time passed, the signature style of performance poetry became a central fixture of urban Latino and African-American culture, leading to the purchase of a former tenement building at 236 East 3rd Street, where the Cafe continues to reside. A historical and cultural landmark for nearly 50 years, the Cafe has launched numerous careers and supports a wide range of artistic endeavors such as plays, workshops, training sessions, and more.","Lois Elaine Griffith, loisegriffith@gmail.com",1999,1 VHS-C,HI2020_225_01,English,,"Nuyorican Poets Cafe, New York, NY, USA",Videographer: Tom Poole,,qrfj70w8,"Kayo, Staceyann Chin, Dialectic, Dot Antoniades, Felice Belle, Steve Colman, Talalm Acey, Keith Roach, Kirk Nugent, and Steve Donaldson.",2020-08 August,Lois Elaine Griffith,2:01:21,The Nuyorican Poets Cafe Founders Archive Project,,"Poetry slams.|,Political poetry.|,Empowerment|,Social justice in art.|,Spoken word poetry.|","In this footage from the 1999 Grand Slam, the best of the year's poets take the stage to compete for the coveted title. The 1999 contestants are Staceyann Chin, Talalm Acey, Felice Belle, and Kirk Nugent. Opening with a guest performance by 1998 Grand Slam Champion Kayo, the competition then features a fierce battle with riveting poems by each of the poets. This footage also includes performances by then-Wednesday Night Slam host Dot Antoniades, Dialectic, and Steve Colman. Artist and producer Steve Donaldson makes a brief presentation as well. Not featured in this excerpt is footage of Kirk Nugent ultimately winning the grand prize and being crowned 1999 Grand Slam Champion of the Nuyorican Poets Cafe. The slam is hosted by Keith Roach, who serves as the Friday night host from 1997-2001.",1999 grand slam (version 2),"Spoken word poetry.,Performance"
,"The Nuyorican Poets Cafe Founders Archive Project is an effort of several Cafe founders to preserve the immense history of the famed cafe and to cement its importance as a foundational scene of poetry and artistic creation in New York's Lower East Side or Loisaida. Founded in 1973, the Nuyorican Poets Cafe began as a living room salon in the East Village apartment of writer and poet Miguel Algarín, along with other playwrights, poets, and musicians of color whose work was not accepted by the mainstream academic, entertainment or publishing industries. As time passed, the signature style of performance poetry became a central fixture of urban Latino and African-American culture, leading to the purchase of a former tenement building at 236 East 3rd Street, where the Cafe continues to reside. A historical and cultural landmark for nearly 50 years, the Cafe has launched numerous careers and supports a wide range of artistic endeavors such as plays, workshops, training sessions, and more.","Lois Elaine Griffith, loisegriffith@gmail.com",August 2003,1 videocassette Mini DV 1/4 in. Standard Play (SP),HI2020_226_01,"English,German",,"Nuyorican Poets Cafe, New York, NY, USA",,,m0cfz0d8,"Brionn Bain, Clare Ultimo, Staceyann Chin, Steve Colman, Jive Poetic, Flow Mentalz, Kenaya, Rob Hilton, Julian C. Curry, Brother Earl, Vislavski, and Karen Jaime",2020-08 August,Lois Elaine Griffith,1:03:00,The Nuyorican Poets Cafe Founders Archive Project,,"Political poetry.|,Empowerment|,Spoken word poetry.|,Social justice in art.|,Poetry slams.|","This footage from 2003 depicts a typical Friday evening of poetry slam at the Nuyorican Poets Cafe. This particular evening features the works of poets Brionn Bain, Clare Ultimo, Staceyann Chin, Steve Colman, Jive Poetic, Flow Mentalz, Kenaya, Rob Hilton, Julian C. Curry, and Brother Earl. Each poet competes in multiple rounds in the hopes of advancing so that they may compete in the Grand Slam Championship for the highly coveted title of Grand Slam Champion. Also featured is Vislavski, who is the 1998 German National Slam Poetry Champion. This Friday Night Slam is hosted by Karen Jaime, who served as host from 2003 to 2005.",Friday night slam: August 2003,"Spoken word poetry.,Performance"
,"The Nuyorican Poets Cafe Founders Archive Project is an effort of several Cafe founders to preserve the immense history of the famed cafe and to cement its importance as a foundational scene of poetry and artistic creation in New York's Lower East Side or Loisaida. Founded in 1973, the Nuyorican Poets Cafe began as a living room salon in the East Village apartment of writer and poet Miguel Algarín, along with other playwrights, poets, and musicians of color whose work was not accepted by the mainstream academic, entertainment or publishing industries. As time passed, the signature style of performance poetry became a central fixture of urban Latino and African-American culture, leading to the purchase of a former tenement building at 236 East 3rd Street, where the Cafe continues to reside. A historical and cultural landmark for nearly 50 years, the Cafe has launched numerous careers and supports a wide range of artistic endeavors such as plays, workshops, training sessions, and more.","Lois Elaine Griffith, loisegriffith@gmail.com","May 9, 2003",1 videocassette Mini DV 1/4 in. Standard Play (SP),HI2020_227_01,English,,"Nuyorican Poets Cafe, New York, NY, USA",,,g79cnzwr,"Julian C. Curry, Daniel Beatty, Vanessa Hidary, Carlos Gómez, and Karen Jaime.",2020-08 August,Lois Elaine Griffith,46:58,The Nuyorican Poets Cafe Founders Archive Project,,"Desire.|,Empowerment|,Social justice in art.|,Violence.|,Poetry slams.|,Political poetry.|","In this footage from the 2003 Grand Slam, the poets who wowed audiences throughout the year's slams compete for the title of Grand Slam Champion. Featured in the 2003 battle are Julian C. Curry, Daniel Beaty, Vanessa Hidary, and Carlos Gomez. The competition is a challenging battle between each of the skilled poets as they offer heartfelt works touching on themes as varied as desire, violence, racism, and the longing for an absent parent's love and presence. In the end, Julian C. Curry goes on to claim the championship title. The evening is hosted by Karen Jaime, who serves as the Friday night host from 2003-2005.",2003 grand slam,"Spoken word poetry.,Performance"
,"The Nuyorican Poets Cafe Founders Archive Project is an effort of several Cafe founders to preserve the immense history of the famed cafe and to cement its importance as a foundational scene of poetry and artistic creation in New York's Lower East Side or Loisaida. Founded in 1973, the Nuyorican Poets Cafe began as a living room salon in the East Village apartment of writer and poet Miguel Algarín, along with other playwrights, poets, and musicians of color whose work was not accepted by the mainstream academic, entertainment or publishing industries. As time passed, the signature style of performance poetry became a central fixture of urban Latino and African-American culture, leading to the purchase of a former tenement building at 236 East 3rd Street, where the Cafe continues to reside. A historical and cultural landmark for nearly 50 years, the Cafe has launched numerous careers and supports a wide range of artistic endeavors such as plays, workshops, training sessions, and more.","Lois Elaine Griffith, loisegriffith@gmail.com",,1 videocassette Mini DV 1/4 in. Standard Play (SP),HI2020_228_01,English,,"Nuyorican Poets Cafe, New York, NY, USA",,,bg79czbc,"Stephanie Renée, Jennifer Murphy, Brother Dewey, Clare Ultimo, Tanya Evans, Karen Gibson, Kalif, Mastielle Felix, Zendé, and Keith Roach",2020-08 August,Lois Elaine Griffith,55:08,The Nuyorican Poets Cafe Founders Archive Project,,"Poetry slams.|,Political poetry.|,Empowerment|,Social justice in art.|,Spoken word poetry.|","This footage depicts a typical Friday evening of poetry slam at the Nuyorican Poets Cafe. Featured in this footage are poets Stephanie Renée, Jennifer Murphy, Brother Dewey, Clare Ultimo, Tanya Evans, Karen Gibson, Kalif, Mastielle Felix, and Zendé. Each poet seeks to impress the audience with their poetry and delivery as they compete throughout the multiple rounds of the slam. This evening is hosted by Keith Roach, who intersperses the poems and the scoring with his signature jazz-infused musings and background music. Roach served as host of the Friday Night Slam from 1997-2001.",Friday night slam: Keith Roach hosts (version 1),"Spoken word poetry.,Performance"
,"The Nuyorican Poets Cafe Founders Archive Project is an effort of several Cafe founders to preserve the immense history of the famed cafe and to cement its importance as a foundational scene of poetry and artistic creation in New York's Lower East Side or Loisaida. Founded in 1973, the Nuyorican Poets Cafe began as a living room salon in the East Village apartment of writer and poet Miguel Algarín, along with other playwrights, poets, and musicians of color whose work was not accepted by the mainstream academic, entertainment or publishing industries. As time passed, the signature style of performance poetry became a central fixture of urban Latino and African-American culture, leading to the purchase of a former tenement building at 236 East 3rd Street, where the Cafe continues to reside. A historical and cultural landmark for nearly 50 years, the Cafe has launched numerous careers and supports a wide range of artistic endeavors such as plays, workshops, training sessions, and more.","Lois Elaine Griffith, loisegriffith@gmail.com",,1 videocassette Mini DV 1/4 in. Standard Play (SP),HI2020_229_01,English,,"Nuyorican Poets Cafe, New York, NY, USA",,,6q573xt1,"Stephanie Renée, Jennifer Murphy, Brother Dewey, Clare Ultimo, Tanya Evans, Karen Gibson, Kalif, Mastielle Felix, Zendé, and Keith Roach",2020-08 August,Lois Elaine Griffith,1:02:31,The Nuyorican Poets Cafe Founders Archive Project,,"Poetry slams.|,Political poetry.|,Empowerment|,Social justice in art.|,Spoken word poetry.|","This footage depicts a typical Friday evening of poetry slam at the Nuyorican Poets Cafe. Featured in this footage are poets Stephanie Renée, Jennifer Murphy, Brother Dewey, Clare Ultimo, Tanya Evans, Karen Gibson, Kalif, Mastielle Felix, and Zendé. Each poet seeks to impress the audience with their poetry and delivery as they compete throughout the multiple rounds of the slam. This evening is hosted by Keith Roach, who intersperses the poems and the scoring with his signature jazz-infused musings and background music. Roach serves as host of the Friday Night Slam from 1997-2001.",Friday night slam: Keith Roach hosts (version 2),"Spoken word poetry.,Performance"
